,Unnamed: 0,Date,Time Taken,Condition,Review,Rating,adr,label
218,218,"July 30, 2020",Taken for 1 to 2 years,For Period Pain:,my period pain is the absolute most painful thing i get cold sweats dizzy nauseous but when i talked to my doctor they prescribed me naproxen at 500 mg and when i take it 2 days before i feel no cramps you have to make sure to track your period so you dont feel any pain to get ahead of the pain,10.0,pain,1
219,219,"March 25, 2011",,Midol Extended Relief (naproxen) for Period Pain:,midol extended relief is the best pain reliever for my period i used to take 800mg ibuprofen because i get terrible cramping now i prefer the midol i dont have to take it as often and since it is midol it relieves more than just the cramps every woman in my office uses it for cramps,10.0,pain,1
220,220,"September 19, 2015",,For Pain:,i have chronic pain and tendinitis in my ankles knees shoulders and elbows ive played competitive softball and basketball my whole life and now play for my high school without naproxen it usually hurts so bad i cant play at all but i take 3 of them at once and it usually takes care of most of the pain there is still some pain left but it usually helps significantly i just wish you could take more than one dose a day because i usually need a second one,8.0,"chronic pain, pain",1
221,221,"December 21, 2020",Taken for 1 to 2 years,Aleve (naproxen) for Muscle Pain:,i was using regular aleve for muscle knee back pain it was not helping i tried the aleve for muscle and back pain a year ago this is the only thing that has helped i have used it one pill per day ever since i have not even worn the knee bandage since this is for me,10.0,"back pain, pain",1
222,222,"July 17, 2015",,Aleve (naproxen) for Period Pain:,swelling tingling feeling on my tongue and hives shortly after taking this product i remember taking it for period pain in middle school and had little issues now i must stay completely away from it,1.0,"pain, swelling",1
223,223,"August 7, 2015",Taken for 1 to 6 months,For Period Pain:,was prescribed this for my crippling period cramps that made it impossible for me to go about my day whatsoever it worked well for the first few months it did not completely eliminate my pain but the pain was not nearly as bad as before after about 4 months of taking it i began to notice side effects such as racing heart beat difficulty swallowing and constipation among others i quickly stopped taking it after noticing these side effects,6.0,"constipation, pain",1
224,224,"December 1, 2017",,Aleve (naproxen) for Pain:,i had a toe injury and i took aleve extra strength let me just say this was the best decision i could have made i went from not being able to walk in the morning to jumping off a stage i highly recommend aleve i have never been so impressed with a medication i wish i could shoot a commercial for aleve because they deserve it,10.0,injury,1
225,225,"October 16, 2017",,For Tendonitis:,i went to the doctor after having pain in my elbow i thought tennis elbow my doctor dismissed it as tendonitis an quickly prescribed me naproxen 500mg to be taken twice daily i made sure i took after food on the and third day in i started experiencing stomach pain and indignation heart burn this continued over next 2 days with increased pain and feeling bloated on the fifth day a stiffness started creeping in all over my body so bad that i couldnt take my own clothes off it is now day 6 i havent taken any tablets and had to spend the day in bed it has even made my breasts feel very sore i feel as though ive been in an horrendous car crash i will definitely not be taking this drug ever again im usually a very fit 49 year old,1.0,"burn, pain, stiffness, tendonitis",1
226,226,"November 14, 2017",,Aleve (naproxen) for Period Pain:,aleve has been a miracle drug for me im not one to write reviews on anything but i can tell you from my experience today that i was in so much pain from menstrual cramps that i was crying i took two extra strength tylenol and it took two hours to work and when it did work i still felt a lot of pain but still not as much as before then i took two aleve and it completely knocked it out,10.0,"crying, pain",1
227,227,"October 17, 2017",Taken for 2 to 5 years,For Back Pain:,herniated disc t4 and narrowing of spinal column in my neck over last few years i have suffered from flare ups of back pain which spread throughout the spine and into other joints and this has deteriorated after the herniated disc i am guessing this is a type of arthritis the good news is naproxen works well and quickly and settles everything down within 1 to 2 days i dont like to keep taking it but after a week or two the pain returns and i need the drugs again and i am starting to think the pain is returning quicker and more severe to the extent that i may be more and more reliant however 18 months after the herniated disc and thinking i might not walk properly again im running again and pain free on the drugs,8.0,"arthritis, back pain, pain",1
228,228,"February 26, 2017",,For Muscle Pain:,previous had this prescribed to me for back pain several year ago 500mg twice a day and it certainly used to take the edge off the pain of course it wont eradicate the pain its only a mild nsaid not an opioid recently been using 500mg per day for a week for calf strain from running injury really helped in the first 48hrs it seem theres a few comments on here regarding allergic reactions allergies to aspirin and other nsaid are common if you are not allergic then i recommend naproxin as a starting point,10.0,"back pain, injury, pain",1
229,229,"April 22, 2021",Taken for 6 months to 1 year,Aleve (naproxen) for Period Pain:,wow this is literally a lifesaver wow i swear i was in so much pain and i felt like i was just gonna pass out cause the pain would not stop and when it kicked in i felt so much better thank you so much,9.0,pain,1
230,230,"May 6, 2016",Taken for less than 1 month,For Tendonitis:,i had a severe sideeffect of naproxen i had some inflammation in my left knee and it was bothering me with sitting down so i showed it to the doctor i was prescribed naproxen 500mg twice a day for 5 days i took three tables in 36 hours making sure after lunch and dinner and with plenty of water and after taking second pill on the fist day i had terrible time i couldnt sleep have severe funny feeling in my stomach right under my ribs and just above the stomach i had strong emptystomach feeling all the time the feel for my whole body was terrible and i feel supersick i didnt throw up or had loosemotions but had lots of stomach pain and extreme heartburn i stopped taking medicine after 3 pills and informed my doctor,1.0,"heartburn, inflammation, pain",1
231,231,"January 14, 2010",,For Period Pain:,my menstrual cramps have always been out of control i would miss school and work every month for 2 or 3 days doing nothing but laying in bed with a heating pad overdosing on midol and crying my eyes out i would be in so much pain once i matured and moved from seeing a pediatrician to a gynecologist 3 years ago my doctor prescribed me naproxen for my extreme pain for the most part it relieves me of all my pain but every now and then even with the naproxen my period still hits me pretty hard but it is bearable,9.0,"crying, pain",1
232,232,"May 7, 2016",Taken for less than 1 month,"For Gout, Acute:",aleve worked great for my big toe gout the trick is in the right dose for your situation woke up at 2am with burning pain in my big toe took 550mg of aleve and was back to sleep in about 1 hour went to 220mg 3x day and feel 95 better keep it on hand you wont be sorry oh and no side effects,9.0,"gout, pain",1
233,233,"April 23, 2016",Taken for less than 1 month,For Period Pain:,been having severe menstrual cramps since i began menstruation i tried naproxen prescribed in the past and it worked very well now it has no effect what so ever so far liquid ibuprofen has been the only thing that helps make the pain manageable,1.0,pain,1
234,234,"October 16, 2015",Taken for less than 1 month,For Back Pain:,i am pretty sure this medication is just acid in pill form and not the fun kind either no i took this medication for severe arthritis and fybromialgia and 15 minutes later my whole esophogus feels like its on fire i took the medication with food as prescribed and still this is the worst heartburn i have ever had in my life i used to have severe ulcers and i know when a medication is burning my stomach lining no sir no more ulcers for me thank you i also had the alarming sensation of hearing everything while under water i spent the whole week asking people to repeat themselves because their voices sounded muffled that with severe ringing in the ears and persistent nauseai quit this medication after a week,4.0,"arthritis, heartburn",1
235,235,"October 21, 2019",Taken for less than 1 month,"For Gout, Acute:",using for the first time naproxen imprint inza 500 im in australia usual meds for an attack include 1 diclofenac volatren75ml 2 colchicine colgout 500mic 3 allopurinol 1 per day i ran out 3mnths ago 4 tramadol 50ml last resort bc its rare very hard to get and highly addictive i had an attack at work which hit my top left ankle like an arrow it only took an hour and i was hobbling i took my lunch break ate a muffin and popped an naproxen inza 500 omg its incredible withinn 10 mins the pain began to disolve within 20 mins i could stand and bear the pain in 3050 mins im beginning to walk without hobbling or hopping i lie to you not by the time im driving home and hanging up my work jacket its almost nothing no pain im walking as if nothing happened i can still feel a type of numbness or stiffness where the pain was but its so insignificant i can sleep good tonight thank you inza 500,8.0,"numbness, pain, stiffness",1
236,236,"July 15, 2009",,For Period Pain:,wow i have tried all kinds of over the counter medicines like midol tylenol and advil for period pain midol seemed to help the best but it just wasnt enough my doctor prescribed me naproxen im so glad she did its all i need for cramps now it works fast too id say it takes around 15 or 20 minutes to kick in i just took one this morning and my pain is almost all the way gone already the directions say to take it the day before it starts which is hard for me to predict sometimes but if i take it at the right time i experience almost no pain during my period i also get migraines and if i feel one coming on i take one of these then take a nap when i wake up the pain is usually gone im taking 250 mg,10.0,pain,1
237,237,"September 27, 2018",Taken for less than 1 month,Aleve (naproxen) for Period Pain:,this is my first time using aleve and it has worked wonders for me i cannot believe how well it has worked so far i have had severe cramps since i was 12 years and have tried so many pain relievers that havent worked so well i took 2 pills about 20 minutes after i started cramping and 20 minutes later i was all good for 24 hours the third day is usually my worst but i took two pills and i was good for about 17 hours then i took 1 pill and i was good for another 9 hours and it doesnt make me nauseated so glad i found this i just hope it keeps on working like this,10.0,pain,1
238,238,"August 8, 2015",,For Muscle Pain:,i pulled a muscle in my back on a saturday the pain was intense sleepless nights because of the pain i started taking paracetamol and ibuprofen which did help during the day time but once you have a sleep waking up was painful saw a doctor today now friday they told me to get naproxen 500mg take 1 twice a day took one as soon as i got home seem to work put still had the pain slightly took 1 before bed time only to awake in pain i will continue using them as described by my gp but now using paracetamol to antiinflammatory maybe but not a pain killer,3.0,pain,1
239,239,"April 24, 2019",Taken for 1 to 6 months,Aleve (naproxen) for Pain:,i broke my wrist there was a terrible amount of swelling in my entire hand the was pain just touching it i started taking aleve two pills a day and the swelling went down in my fingers and thumb i started taking three a daythe maximum and the swelling went down in the back of my hand i can see my knuckles for the first time in three months i can start get strength in the hand to go back to work,,"pain, swelling",1
240,240,"October 17, 2014",Taken for less than 1 month,For Back Pain:,for over the past year and half i have experienced up and down painful levels of a combination of left knee pain extreme left tight hamstrings and it band sciatic pain piriformis syndrome xrays revealed nothing although at 62 i highly suspect some type of osteoarthirits 6 sessions of therapy to correct what was a suspect patellar tracking disorder aggravated the condition chiropractor massage voltaren gel rubbed in the knee nothing brought long term relief three weeks ago i decided to give alleve a try and so far its worked i take one before bed my knee occasionally hurts but the tight hamstrings and sciatic have cleared up,9.0,"knee pain, pain",1
241,241,"April 2, 2016",,For Sciatica:,been on straight codeine 7 years 12 daily just came a habit in the end til today i crunched up bad enuough to almost drop my 3month old babyhubby had to come home from work practically lift me in the car to the docsended up gtn a cordisone injection plus norflex and naproxen omg am so relaxed right now first time in years,7.0,,0
242,242,"April 12, 2019",Taken for less than 1 month,For Period Pain:,i was prescribed naproxen 500mg after going through severe post period cramps i have tried advil and tylenol but none of them worked i must confess naproxen does the job for me for the period pain i am back to school studying i feel really sleepy tho i dont know if thats one of the side effects of taking the drug,8.0,pain,1
243,243,"October 9, 2019",Taken for 6 months to 1 year,Aleve (naproxen) for Ankylosing Spondylitis:,i was prescribed by my rheumy to take sulfasalazine 500 mg tab 4 times a day since october 2018 when i was diagnosed with ankylosing spondylitis i have also taken naproxen 375mg as needed im a 72 years old woman still working full time in front of a computer all day and sometimes my back and neck pain is unbearable the only thing that reduces my pain is taking aleve gels before i leave for work as sulfasalazine nor naproxen have done enough,9.0,"ankylosing spondylitis, neck pain, pain, spondylitis",1
244,244,"December 6, 2015",,For Sciatica:,i have been taking naproxen on and off for yearsusually for back painit is the best treatment i have received after 3 weeks of sciatica i started taking it againthis time it has helpedbut i have a funny taste in my mouth and my mouth feels soremy lips are slightly swollen as welli will leave it off for a while and see if it feels better i have anaphylaxis if i eat gelatine does anyone know if it contains any,10.0,sciatica,1
245,245,"February 11, 2019",Taken for 6 months to 1 year,For Period Pain:,i have extremely painful period cramps so bad that ive even passed out from them every single month i would throw up all day from the pain i had tried every medication then my doctor suggested naproxen 500mg what a miracle once kicks i feel no cramps and for me one pill lasts for 12 hours i can finally live a normal life the only downside is it does upset my stomach so i take it with an anti emetic ,,pain,1
246,246,"December 20, 2017",Taken for 1 to 6 months,For Neck Pain:,experienced a neck injury occipital neuralgia so had cervical neuralgia occipital neuralgia the dr prescribed naproxen now that i have experienced a horrible terrible and destructive medical condition directly from naproxen i strongly recommend to everyone if this drug is prescribed to you drop the prescription into the toilet and run away as fast as you can this horrible drug depleted my iron to the stage of anemia which of course depletes cbc count in hematology now i am in 67 months of slowly rebuilding my iron which rebuilds hematology,,"injury, neck injury, neuralgia, occipital neuralgia",1
247,247,"February 26, 2012",,For Back Pain:,did not help much with the pain after 2 months on this medicine my blood pressure started to spike and i have had five trips to the er with blood pressure at 180120 severe dizziness and chest pain both a persistant dull pain and stabbing pain at different locations in my chest and abdomen one week of and the dizzines and chest pain is gone blood preasure high still but better its the diastolic preasure that is high be very careful with this medicine take your blood pressure several times before starting and monitor your pressure during treatment,1.0,"chest pain, dizziness, pain",1
248,248,"July 26, 2016",,For Period Pain:,i used to just take ibuprofen and that would only take the edge off but i will still be in a lot of pain that i have vomited before and had to go home from work then i tried taking ibuprofen and paracetamol at the same time 2 of each every 4 hours which was better but i could still feel the pain then someone suggested i try naproxen and it has honestly changed my life now i only need to take 2 the first time and then 1 every 68 hours and i am almost totally pain free im just kicking myself i didnt try it 10 years ago im australian so i just buy it over the counter and it about 20 for a packet,10.0,pain,1
249,249,"April 19, 2017",,For Back Pain:,lower back pain with muscle spasms taking naproxen plus roboxim muscle relaxer and they suck been in pain with no relief exempt when i went to emergency room and got 1 morphine shot 1 tramadol shot 3 percasets and a valium ,1.0,"back pain, muscle spasms, pain",1
250,250,"September 9, 2015",,For Tendonitis:,was prescribed drug for achilles tenditis 500mg naproxen twice a day with omeprazole 20 mg should never have taken this as caused heartburn and stomach infection stopped taking on second day and still have not recovered from stomach problems over 2 months later despite taking other remedies disgusting drug,1.0,"heartburn, infection",1
251,251,"January 30, 2012",,For Period Pain:,my gynecologist suggested i take one of these at the first twinge of a cramp every now and then i get horrible debilitating cramps this medicine has saved me i take one pill and i know within about 30 minutes ill be feeling a lot better and wont have any cramps,10.0,,0
252,252,"February 15, 2020",Taken for 1 to 6 months,For Rheumatoid Arthritis:,started having naproxen 500 mg twice a day with omeprazole for the last five weeks it seemed to work well with my arthritis in my hands and with my new replacement knee i now have had to stop this medication due to stomach issues pain in the stomach and tar like stools gastric bleed so it os back to the doctor to seek an alternative medicine,5.0,"arthritis, pain",1
253,253,"December 16, 2013",Taken for less than 1 month,Aleve (naproxen) for Pain:,i have neurofibromatosis type 1 and pain is an everyday thing especially with scoliosis everyday i was taking ibuprofen and that medicine had very little effect whatsoever i switched to aleve and as soon as i took those first two pills i couldnt believe the results my pain was gone an about an hour later,8.0,"neurofibromatosis, pain, scoliosis",1
254,254,"July 20, 2011",,For Osteoarthritis:,i have been taking naproxen for 7 months 500mg and it is very effective but does have an impact on the stomach i recently caught gastroenteritis and what normally lasts for 48 hours lasted 11 days which may have been down to my weakened stomach lining i was dehydrated and lost 15 stone i am now going to try and manage the pain with ibuprofen and paracetamol,7.0,"gastroenteritis, pain",1
255,255,"November 27, 2018",Taken for less than 1 month,"For Gout, Acute:",im 31 first time ive ever had an acute gout attack on my left foot big toe this pain had me in tears im a stubborn guy and normally dont take meds for anything this pain forced me to find a doctor who ended up prescribing naproxen 500 mg it works but not as fast as i would have liked it to i was still in pain 2 hours after taking it crying my eyes out 4 hours later the pain was lessened but not by much still enough for me to fall asleep 68 hours later pain had lessened but not by much it was still uncomfortable to fall asleepalso a slight discomfort in my stomach side effect after 11 hours later throbbing needle pain that ive been feeling has subsided 90 percent i took my second dose and its been maintaining so far however i still can barely walk hurts when i stand on it its been 2 full days with this gout thing,7.0,"crying, discomfort, fall, gout, gout attack, pain",1
256,256,"October 23, 2018",Taken for 1 to 6 months,Aleve (naproxen) for Headache:,took 3 aleve liqued gels within 2 hrs and it progressive made my headache worse and i had an event to go to later that evening too not very reliable advil works more effectively even if i have to take 3,1.0,headache,1
257,257,"January 21, 2021",Taken for 1 to 6 months,For Period Pain:,typically my cramps are so intense that i cannot leave my bed and am typically stuck in the fetal position for most of the day due to pain naproxen helps with this the only downside being it knocks me out for about 46 hours,8.0,pain,1
258,258,"June 28, 2020",Taken for 2 to 5 years,For Period Pain:,my periods are about 8 days long and extremely painful naproxen is a godsend i have tried birth control on multiple occasions and brands i just dont like it and it didnt make my periods any less painful i take naproxen a few days before my period begins and then every 12 hours for the most painful days of my period and it is so much less debilitating i highly recommend naproxen to anyone but the kicker is this you have to take naproxen before your cramps begin or right as theyre about to get worse naproxen is preventative from what i understand advil barely works for me but i really dont know what i would do without naproxen,10.0,,0
259,259,"December 17, 2019",Taken for less than 1 month,For Tendonitis:,was prescribed prescription strength naproxen for a rotator cuff injury let me tell youtook it around dinner time and about 45 min later got the worst stomach pain ive ever experienced has been going on for 3 hours now and stomach pain has not gotten any better considered going to the er its that bad,1.0,"injury, pain",1
260,260,"July 9, 2011",,For Back Pain:,male 42yrs 220lbs activeathletic i take 375mg once in the morning for the relief of occasional 45 times a year severe back muscle pain while it unfortunately takes 24 hours for me to feel the effects when it has been absorbed it gives me 90100 relief and the benefits last for roughly 48 hours this is by far the best pain reliever i have ever used as for adverse side effects luckily i cant seem to detect any ,10.0,pain,1
261,261,"July 30, 2016",,For Back Pain:,i am having severe pain on my right shoulder radiating to my elbow and a numbed index finger i was prescribed 500 mg of naproxen twice daily it is woefully inadequate i have been supplementing with tylenol but that still isnt cutting it this is nof a drug that works for me,1.0,pain,1
262,262,"September 21, 2018",Taken for less than 1 month,Aleve (naproxen) for Ankylosing Spondylitis:,i have as and have been in a flare up for about a week now hurting from my pelvis to my feet it was causing extreme difficulty with walking havent wanted people to notice the few times ive had to get out of the house so would walk decently with excruciating pain my feet have been hurting everywhere with painful throbbing and stabbing pain with every step i have been feeling shocks in my left hip area with my steps almost sending me to the floor at times last night after i got in bed the throbbing pain was keeping me awake so i got up and took two aleve gel tabs within 30 min while lying in bed i noticed the throbbing had stopped upon awakening and standing i was much better i could not believe the difference in my gait with my pain level dropping significantly today i feel so much better now thank goodness,9.0,pain,1
263,263,"December 7, 2009",,For Osteoarthritis:,i suffer from severe arthritis due in part to extensive cervical fusion about 2 months ago my doctor prescribed naproxen and i am pleasantly surprised with the results so far while i am not a fan of nsaids any relief from this pain is worth the risk it doesnt do much for breakout pain but when i get that nagging pain in my neck it does help but only in conjunction with a pain killer,8.0,"arthritis, pain",1
264,264,"September 19, 2015",,For Back Pain:,ive had sciatica pain for the past few days tried tylenol 3 advil and regular tylenol with codeine nothing worked so i tried aleve took 1 the first day and didnt feel a difference at all got brave and took 2 today even though these are supposed to last 12 hours and it didnt feel any different personally speaking this medicine is a waste of money and doesnt work at all this is a medicine that works especially on muscle pain and i felt no difference period i do not recommend this to anyone go to your doctor and get something prescribed,1.0,"pain, sciatica",1
265,265,"December 28, 2020",Taken for less than 1 month,"For Gout, Acute:",within hours of taking the naproxen medication i felt relief from my gout it does what it says but along with that i had to endure the worst stomach cramps diahhrea trapped wind and gas all the time i was taking it but ive not been able to walk well for a long time so discovering i had gout and getting rid of the pain when walking my agility back is well worth it i also had a frozen shoulder which i could hardly move and the naproxen got rid of that which was an added bonus,9.0,"frozen shoulder, gas, gout, pain, stomach cramps",1
266,266,"March 22, 2016",,For Period Pain:,i had really bad cramps i tried several things and nothing seem to work when i get them bad i have to miss school and just lay in my bed with back pain headache barf etc so i had enough and decided to go to the doctors my doctors prescribe me for naproxen on the day of my cycle i took the pill and in about 30 minutes i was pain free i took a nap and it felt like i didnt even have my period i definitely recommend this i am very pleased and this will be my go to every month but remember what works for me doesnt work for all,8.0,"back pain, headache, pain",1
267,267,"September 16, 2017",,Aleve (naproxen) for Osteoarthritis:,it seems like other otc pain relief pills work much better eg ibruprofen aspirin tylonol i just try to get by on one aleve taken around 5 am because i take four other pills each day at 5 pm i have just experienced several days with dizzyness dont know if its connected to taking aleve but will address it with my family doctor,,pain,1
268,268,"May 11, 2016",Taken for 5 to 10 years,For Pain:,im a 31 yo male had a knee replacement 3 months before my last birthday i use naproxen to manage daily pain works great at least i can still poop with these in my system if it gets too bad i also use aspercreme with lidocaine miracle combination,10.0,pain,1
269,269,"December 19, 2020",Taken for less than 1 month,For Pain:,naproxen has never worked well for me i thought it was odd when the doctor told me it was the strongest thing available i took 600 mg which worked for 2 hours i spent the next 10 hours looking at the clock crying and thinking of how to get illegal drugs for the 1st time in my life the doctor would not give me anything stronger i have never used any other persons prescription but i finally got an oxycodone pill from a relative who recently had surgery i took one slept through the night and the pain was much more bearable for the next few days one pill worked,1.0,"crying, pain, surgery",1
270,270,"September 30, 2010",,Aleve (naproxen) for Pain:,i love aleve but people should talk to their doctor first i have sometimes severe pain in my toes and severe headaches from tmj and the aleve significantly cuts down on my pain from both dont forget to talk to your doctor because risk of stomach bleeding and risk of heart attack rises with some users,10.0,pain,1
271,271,"April 21, 2018",Taken for less than 1 month,For Muscle Pain:,got given it after i popped my knee out of place doctor didnt know what was wrong but causing me so many problems after im aching and hurting all over my hands hurt yesterday i couldnt even move my wrist my feet and ankles hurt depressed etc i stopped taking it feel less sad but im still aching,2.0,,0
272,272,"June 25, 2012",Taken for 1 to 6 months,Anaprox (naproxen) for Back Pain:,i work retail at a large home improvement company most of the day it works fine but a lot of times i have to do heavy lifting it does not help with that i have had to on numerous occasions stop and take a break just to get through the day,7.0,,0
273,273,"April 16, 2018",Taken for less than 1 month,For Fever:,worked better than tylenol to control fever and works longer 1g tylenol brought my 101 fever down to 99 while 440mg of naproxen sodium knocked the same 101 fever the next morning down to my normal temp of 96,10.0,,0
274,274,"August 4, 2012",Taken for 1 to 6 months,For Pain:,suffered neck and spine pain for years one night i took it and was i surprised how great this medicine worked and im pain free all night and day after taking aleve i make sure i have it in my medicine cabinet its a keeperthanks for this great medicine,,pain,1
275,275,"October 4, 2016",,For Ankylosing Spondylitis:,took naproxen 500mg twice a day for four days then ended up in an ambulance onroute to ae department naproxen also gave me a serious heart problem i now attend the heart failure clinic and the ent department for tinnitus i am a uk citizen based in the uk i regret taking them,1.0,tinnitus,1
276,276,"May 26, 2018",,For Period Pain:,ever since i was 16 or so i have had extremely painful menstrual cycles i will feel uncomfortable a couple of days before bleeding and then hit like a freight train the first day of bleeding and usually leading into day 2 the kind of pain where i cant think straight and feel the urge to vomit and poop all at once i have often had to miss work due to the severity of pain finally after being fed up with ibuprofen not working at all anymore i went to a dr and was prescribed naproxen 500mgs i find that when i take one 500mg pill at the first tinge of pain i am usually experiencing relief within 30 minutes i also find that when i drink lots of water with the dosage it kicks in even sooner than 30 minutes in hindsight i wish i would have known about naproxen when i was in my teens,9.0,pain,1
277,277,"December 3, 2020",Taken for less than 1 month,"For Gout, Acute:",in australia its called inza and it is taken with colchicine it makes for a serious gout stopper i have found that the moment i feel a gout episode coming on if i take 2 of the colchicine 500mcg micrograms and 1 inza 250mg it stops the gout in its tracks and a severe attack is avoided next day all is normal and no gout,9.0,gout,1
278,278,"March 28, 2012",,For Tendonitis:,i took aleve for one year for tendonitis in my wrist the medication worked very well in reducing the swelling and pain however one year later i have just found out that it has been the culprit behind significant weight gain and bloating i gained 25 lbs in 4 months i am stopping aleve and will try to find a natural way to treat my tendonitis,4.0,"pain, swelling, tendonitis",1
279,279,"August 18, 2015",,For Osteoarthritis:,i was prescribed this to help with an inflamed joint in my foot historically i had taken aleve but didnt like the drug because i felt it didnt really work last time i took it it work in the 11th hour of 12 hurt effectiveness time range and was gone by hour 12 but the doctor insisted i take it this time i took it for a little more than a week and on the 10th day i woke up to horrible chest pains im 36 years old and dont believe i have a heart condition i stopped taking the pills and the pain in my chest lessened towards the end of the day however my blood pressure was through the roof when im characteristically low and my resting pulse rate was 114 i also spiked a fever in the same day days later still symptoms,1.0,pain,1
280,280,"July 23, 2016",Taken for less than 1 month,For Muscle Pain:,had tennis elbow started taking napoxen the pain started to gradually decrease after a couple of days i also felt very tierd and not much energy falling asleep in the day i stoped taking then i really drained me ,7.0,pain,1
281,281,"June 24, 2016",Taken for 1 to 6 months,For Period Pain:,im gonna be honest naproxen does not help at all for my cramps i got a iud to help with the pain a flow of my menstrual cycle it helped with the flow but not the pain she prescribe this to me and i still have excruciating pain everyone is different,3.0,pain,1
282,282,"May 20, 2017",Taken for less than 1 month,For Osteoarthritis:,i have knee and joint ache i use it once in a week and it gives me relief for five days first three days i feel no pain anywhere in the body then it going aching slowly and grows gradually if i take it regularly once in a week i am comfortable and have no side effects felt yet,9.0,"ache, pain",1
283,283,"July 23, 2019",Taken for less than 1 month,For Headache:,500mg of prescription naproxen stopped my daily migraines i had been taking over the counter meds non stop all day to try and control them and i was getting no where i had been spending about 60 per month or more on useless tylenol rapid release or advil liquid gels i really think they are just a placebo to get people to spend money my headaches would get so bad id throw up or have to go to the emergency this drug is a miracle for me i strongly recommend asking your dr for a prescription if otc meds dont help you either,10.0,,0
284,284,"March 25, 2020",Taken for less than 1 month,For Period Pain:,i had been taking naproxen before my period due to a sports injury so when my period came i virtually did not feel anything i only take 1 in the morning and 1 at night and i dont feel any cramps at all i think ive found my pain med for my period it is naproxen,10.0,"injury, pain, sports injury",1
285,285,"May 9, 2021",Taken for less than 1 month,For Costochondritis:,script completely cured me of costochondritis after almost a year of tests being misdiagnosed and doctors guessing no side effects since i took it after breakfast and dinner daily 12 hrs apart,10.0,costochondritis,1
286,286,"October 24, 2016",Taken for 1 to 2 years,For Period Pain:,i take naproxen to help decrease the blood when im on my period taking it 3 times a day 3 days before my period and up to and it works great i was prescribed by the doctor around a year ago and its really been helping my periods to become lighter since i take it for 3 days before my period i dont see any help with period pain and i never knew it could help that so my periods are still as painful as before taking naproxen,10.0,pain,1
287,287,"May 11, 2021",Taken for less than 1 month,For Back Pain:,i was on hydrocodone then my doc said naproxen was better i gave it a try after a few days my throat felt like it was closing in on me and i couldnt swallow anything i went to work and told one of my coworkers and she was what stop taking it she took naproxen while back and it happened to her too its been 2 years and i still have the feeling of my throat closing once in a while ,1.0,,0
288,288,"August 30, 2008",,For Period Pain:,this medication for cramps is the best its weird but my cramps only happen in the morning before my actual period comes the pain starts literally within twenty minutes of waking i pop one of these and within an hour im fine i usually dont have to take another pill even though you can take the medication twice a day ive been using it for a year its great,10.0,pain,1
289,289,"July 26, 2016",Taken for 1 to 6 months,For Period Pain:,i have very painful cramps nausea vomiting the whole works when i was younger id have to come home early from school because i took the advil too late or was scared to take it at all for fear it would make the pain worse or wouldnt work at all sometimes it worked sometimes it didnt this is the case with all other pain medications ive tried to lessen my period pain as for my 375 mg prescription naproxen i can say that it worked fabulously the first time i used it but today is the third time month ive used it and im in nottobesnuffedat pain im getting by with applied heat im at a loss for what i should do this month and the next month and the next,4.0,"fear, nausea, pain, vomiting",1
290,290,"August 9, 2012",Taken for less than 1 month,For Tendonitis:,didnt see results i am a young baseball pitcher and lately my elbow has been killing even days after games doctor prescribed me 500mg naproxen ec and i find i have no results and my elbow is still inflamed feels like carpel tunnel in my elbow still,6.0,,0
291,291,"September 27, 2016",Taken for less than 1 month,For Pain:,i have a anterior labral tear instant pain relief soon after the first dose 500mg twice daily use codeine as a breakthrough medication in case it gets more severe but other than that highly recommended pain relief as an alternative to opioid medication ,6.0,pain,1
292,292,"December 21, 2019",Taken for 10 years or more,For Headache:,naproxen works well for my migraines i always eat something or take it with milk to protect my stomach if my migraine has progressed to me vomiting i need to take maxalon and then wait for 30 mins to an hour then i take naproxen 750mg this knocks out the migraine pretty quickly for me i will just feel pretty washed out for the rest of the day,10.0,"migraine, vomiting",1
293,293,"October 10, 2016",Taken for less than 1 month,Aleve (naproxen) for Pain:,hi everyone im 42 i just had all my teeth pulled on oct 6 2016 i was in severe pain felt like my mouth was butchard i took a bottle pain relievers in two days no help so i get a bottle of aleve 12 hour let me tell you it stopped my pain i was so relieved so the meds said take two than 1 every 4 hours so i bought a bottle of extra strength tylenol and i would take the aleve every four hours and 30 minutes later i would take the 0ne tylenol extra strength works perfect today is my 4 day i feel great thanks aleve,10.0,pain,1
294,294,"October 19, 2015",,For Period Pain:,suffered severe period pain doctor put me on naproxen in 2 months have no pain and no period flow its basically stopped but side effects i got itchy hives but its greatbut doctor says pain is fibroids that have to come out i wanted to stay on naproxen but she said its only a solution not the end result,7.0,pain,1
295,295,"August 3, 2015",Taken for less than 1 month,For Back Pain:,prescribed 750mg per day for horrendous sciatica the effect was no better than taking smarties 5 months later mri scan has confirmed it was in fact a herniated disc i ended up on 240mg per day of codeine and eventually ended up on amitriptyline too to treat 10 days and nights of extortionate pain 5 months later dont experience a lot of pain but still have numbness in foot and difficulty walking,,"numbness, pain, sciatica",1
296,296,"August 31, 2015",,For Muscle Pain:,took this for a pain i have in my wrist dont have arthiritis im 15 its supposed to stop the swelling and pain on the palm of my hand but its done nothing except give me all the possible side effects its affecting my daily routines so yeah not good at all really its a 010,1.0,"pain, swelling",1
