,Unnamed: 0,Date,Star,Condition,Rating,adr,label
220,220,8/21/2003 6:55:11 PM,4 Stars,Rated  for Bipolar I disorder Report ,keppra and mania i was prescribed keppra at the end of a hospital period of extreme mania the side effects i was dizzy couldnt walk properly and i felt very bad keppra was effective for bringing down the mania i stopped taking it then now i am on lamictal monotherapy for depression the keppra will be used if i have a manic episode for me the side effects from keppra would be intolerable for a long period,"depression, mania, manic episode",1
221,221,7/7/2003 12:49:30 AM,0.5 Stars,Rated  for Epilepsy Report ,hope you have good insurance keppra alone costs us about 500 700 a month and thats with a tiny bit of insurance kicking in its difficult to say whether or not it is making any difference as our 7 yr old is now on 3 meds lamictal keppra and zonegran and theyve been adjusting all three of them she quite definitely is not herself and is extraordinarily moody well hopefully be getting off the medication mess soon her doctors dont really seem to do anything other than react by increasing a medication dosage,,0
222,222,7/1/2003 6:57:26 PM,3 Stars,Rated  for Epilepsy Report ,keppra is bad bad bad my daughter yasmin is age 11 and has templobe epilpsy her doc gave her keppra and she became an evil monster on it and she was still having at least one fit a day now she is back on lamotragentegretol and is as sweet as ever keppra is bad bad bad,,0
223,223,7/1/2003 6:40:07 AM,3 Stars,Rated  for Epilepsy Report ,keppra i have been on keppra for roughly 3 months after the onset of seizure disorder that had been under control for 12 years by taking tegretol i knew tegretol was no longer working when i started having strange auras then a grand mal seizure keppra was horrible at first with side effects for me ranging from mood swings to insomnia to intolerance of food items i have finally overcome all of the side effects except insomnia this is what i am currently struggling with my auras are gone and i have been seizure free since i have been on it since my health insurance has recently changed it is an expensive medication,"insomnia, mood swings",1
224,224,6/16/2003 6:21:49 PM,3 Stars,Rated  for Epilepsy Report ,keppra i havent had any seizures while on it but the side effects make me have changed me im not myself,,0
225,225,6/16/2003 12:29:52 AM,3.5 Stars,Rated  for Epilepsy Report ,keppra keppra has worked well for me i feel drowsy but that i can handle,,0
226,226,6/8/2003 6:22:27 PM,0.5 Stars,Rated  for Migraine Report ,keppra combination headaches after 1 week of use keppra only seems to be causing headaches upon waking my doctor said it is not from the keppra i did my own study after 2 consecutive days of not taking it and waking with no headache i am assuming it is a side effect of keppra i will try it again to see if same results occur i hope everyone taking it knows that in clinical trials it caused suicidal tendencies with several attempted suicides and one which was successful,headache,1
227,227,5/6/2003 3:39:45 AM,3.5 Stars,Rated  for Epilepsy Report ,does work to stop the seizures i find that this has a side effect of anger and depression it however does work to stop the seizures,"anger, depression",1
228,228,3/22/2003 5:08:05 PM,5 Stars,Rated  for Epilepsy Report ,nds i have been on keppra for 2 days i guess it is a little early to comment but i am satisfied so far i feel a little dull but it is certainly something i can live with the feeling may be the side effect of the seizure i had on thursday ill keep you posted,,0
229,229,3/9/2003 10:38:21 AM,4 Stars,Rated  for Epilepsy Report ,keppra effective in stopping status partials combined with gabitril 90 effective on partial szs no long term side effects,,0
230,230,3/9/2003 1:41:16 AM,4 Stars,Rated  for Epilepsy Report ,super expensive ive had epilepsy for over 30 years and have tried at least a dozen different antiseizure medications going from brand to brand combinations amounts frequencyall depending on advice offered by neurologists whove known me for little more than 30 minutes ive always been one to provide wellworded word processed versions of whats been happening to me neurologically since last seeing my doctor ideal patient i guess one whos even served as a lab rat in national tryouts of pills that manufacturers were hoping to get nfda approval however nothing better has come into my neurological tale than keppra my seizures are about 75 better controlled and milder than ever before and i myself have gotten at least a coupledozen friends with epilepsy to inquire about keppra problem is keppras cost its insane and being produced by an american corporation were going to have to wait another six or seven years before an affordable generic version can be created and is easily available why must we americans have to face such crafty corporate pricing maybe if keppra were more affordable more people would purchase itand seizures less common love you keppra but please rethink the price tags on those bottles,epilepsy,1
231,231,2/21/2003 5:42:10 AM,4.5 Stars,Rated  for Epilepsy Report ,keppra keppra has helped me when all other drugs did not keppra took my seizures down to two or three a month,,0
232,232,2/21/2003 3:47:14 AM,3.5 Stars,Rated  for Epilepsy Report ,keppra i have had complex partial seizures since 1985 these went misdaignosed until my grand mal in 1997 from anti depressants to anti covulsants wsa not a good experience i tried dilantin with bad results a then study drug zonegran with seizures still occuring and then tegretol was added to the zonegran i still was having as many as 10 complex partials a day then they added keppra and the seizures stopped the only time i would have a seizure would be if i missed a dose unfortunately while on keppra i became very depressed i tried to jump out of moving cars and i was hospitalized for fear of suicide twice additionaly i became an ogre at home screaming at my wife about the littlest things one time i even called a friend and told him my wife was trying to kill me eventually i called the doctor to question these outbursts and in her absence a nurse i had never met called me back i explained to her my cycle of rage and depression she asked me if i was on keppra apparently between keppra and zonegran this stuff happens all the time under medical supervision i have been off of keppra since last march two months after my front temporal lobectomy i havent had any seizures since and i dont jump out of cars any more,"complex partial seizures, depression, fear, partial seizures, rage, screaming, suicide",1
233,233,2/17/2003 2:19:39 AM,0 Stars,Rated  for Epilepsy Report ,keppra bad worst medication and severe side effects ever severe memory loss severe ideations of suicide and severe ideations against others horrible mood swings vision problems loss of function loss of concentration and loss of cognitive function severe depresion weight loss lack of appetite etc dropped to 100 lbs from 108 in less than 3 weeks made me more ill than i was before taking it etc,"memory loss, mood swings, suicide",1
234,234,2/11/2003 2:50:22 AM,1 Stars,Rated  for Epilepsy Report ,does your doctor really care shame on the fda after 25 years of letting my doctors talk me into trying something new she almost did me in by talking me into keppra i couldnt walk i couldnt talk my behavior became totally different not in a positive way this is not a good medication if your doctor asks you to try k e p p r a you may want to ask your doctor if they really care about you at all,,0
235,235,2/3/2003 10:32:15 PM,2.5 Stars,Rated  for Epilepsy Report ,evil keppra i want to kill myself about 80 of the day the other 20 i want to kill someone else even the prozac i have to take w it doesnt help i am more miserable on the keppra than off the only plus is that i dont have as many seizure episodes i wish i would be prescribed something else,,0
236,236,2/1/2003 1:08:25 AM,0 Stars,Rated  for Migraine Report ,keppra is horrid i kept getting worse and worse and worse the doc kept increasing my dosage from 1000mgday to 2000mgday to 3000 mgday i felt totally terrible,,0
237,237,1/19/2003 10:01:26 PM,3.5 Stars,Rated  for Epilepsy Report ,keppra keppra does an excellent job of controlling my sons seizures but after taking it for 3 months he started to have trouble walking and problems with his depth perception at times he cant even walk across a threshold he is afraid of falling and getting up steps is almost impossible now after nearly 2 years we are to the point where we dont know what is worse the seizures or the side effect,,0
238,238,1/10/2003 11:06:51 PM,0.5 Stars,Rated  for Epilepsy Report ,keppra son lasted only 3 days on ithyperactive could not settle down even for 15 secondsrun run run,,0
239,239,11/27/2002 2:43:51 AM,3.5 Stars,Rated  for Epilepsy Report ,teacher keppra has been the only medicine to control my frontal lobe seizures in twelve years however ive now been on this for seven months and am experiencing side effects that are being considered a result of the keppra these include severe muscle twitching spasms pain restlessness and a definite change in mood including lack of concern,"muscle twitching, pain",1
240,240,11/14/2002 3:55:36 PM,2.5 Stars,Rated  for Epilepsy Report ,not good i guess it dont agree with my body,,0
0,0,11/28/2020 8:11:08 AM,4 Stars,Rated  for Moderate Pain Report ,one hour after taking the medication i felt no more pain was very sleepy but had a sudden dizzy spell i started sweating a lot felt hot and had to lie down the dizziness went away soon after i slept very well woke up with an intense headache and very dry mouth very tired the next morning still i am taking diazepam 10mg every morning for my chronic anxiety please be careful when using the two the side effects are worse otherwise it helped a lot with the pain and can assist to sleep through pain,"anxiety, chronic anxiety, dizziness, dry mouth, headache, pain, sweating",1
1,1,10/20/2015 10:00:51 PM,1 Stars,Rated  for Osteoarthritis Report ,i might as well have been taking skittles what a waste of time money and production cost did absolutely nothing to help my pain but hey who cares if all the disabled people in the united states are trapped in bed as long as we get to have a reduction in pain medication use right dea,pain,1
2,2,8/29/2011 9:52:18 AM,5 Stars,Rated  for Moderate Pain Report ,i have moderate to severe pain in my joints from arthritis i have tried several different pain medications but the combination of acetaminophen and tramadol is the best that i have found for me it is long lasting and there are no side effects from this medication for me i usually take 1 or 2 tablets once or twice a day as needed for pain,"arthritis, pain",1
3,3,4/10/2010 7:05:16 AM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,i can not live with out this medican when i feel like i cant move hurt so bad its time for it i take it 2 at a time30 mins later im a different person some days i need to take 6 aday try not to go over 6 aday,,0
4,4,9/16/2009 5:42:21 PM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,i have been on ultram and i have been on ultracet for my fybromyalgia pain for about 3 yrs my pain rating most mornings when i wake up between 110 is most of the time a 7 to a 8 i have to usually sit for at least 30 mins after taking my ultram in order to move around without so much pain i am only 28 yrs old it is a really good pain killer but is additictive and i have been late before getting my ultram filled and suffered terrriblely i guess it was withdrawl off not taking some it was horrible i recommend that if you take this medication for a very long time then to be careful and dont forget to get it when its do i thought it would be ok to go without it no big deal i thought but i definately know it gives you flu like akeing symtoms cold sweats and muscles drawing up pain in your legs so that on top of my everyday pain from the fybromyalgia was awful,pain,1
5,5,6/9/2009 9:31:43 PM,5 Stars,Rated  for Headache Report ,i suffer from terrible tension headaches no over the counter medication helps relieve the pain for me for the past two years i have been taking a very low dose often half of a pill on an as needed basis for tension headaches it relieves my headaches quickly and lasts four hours and often all day the only negative side effect i have noticed is that my hearing is somewhat sensitive after a few hours of taking the pillnothing not tolerable but its definetely a different sensation from anything ive been used to i would highly recommend this medication to relieve tension headaches and migraines,"pain, tension",1
6,6,4/19/2009 12:06:08 AM,2 Stars,Rated  for Dental pain Report ,i have a severe infection in my lower jaw this medication is not that great at treating dental pain it does reduce the pain making it tolerable however you are never pain free sleeping is difficult due to pain and the short amount of time this medication lasts 55 hrs at the most it may work well for other types of pain but not dental pain,"infection, pain",1
7,7,3/3/2009 1:54:35 AM,3.5 Stars,Rated  for Endometriosis Report ,when the pain was worse the ultracet did help would i recommend it depend on whether other options had been tried first start low and work your way up thats what ive had to do,pain,1
8,8,1/15/2007 10:29:39 PM,3.5 Stars,Rated  for Spinal stenosis Report ,generic availble this has worked for me 2pills 3x day for allmost ayear the cost is high but better than other pills that make you fuzzy headed this is not a cure as when you stop the pills pain returns but is okay as stopgap and lets me work,pain,1
9,9,1/15/2007 10:29:39 PM,3.5 Stars,Rated  for Back pain- chronic Report ,generic availble this has worked for me 2pills 3x day for allmost ayear the cost is high but better than other pills that make you fuzzy headed this is not a cure as when you stop the pills pain returns but is okay as stopgap and lets me work,pain,1
10,10,11/18/2006 4:00:42 AM,1 Stars,Rated  for Bursitis- trochanteric (Hip bursitis) Report ,not useful ive been given ultracet to ease the pain of bursitis and after taking it for about 4 days it doesnt appear to have helped at all excedrin was better and ive been feeling weak and nauseous shortly after taking it i thought id give it a chance for a few days but have decided that 4 should be enough,"bursitis, pain",1
11,11,11/18/2006 2:54:37 AM,4 Stars,Rated  for Kidney stones Report ,kidney stones was given ultracet to calm acute pain associated with kidney stones do not find it as effective as other treatments such as meperdine with really acute pain it does not work it will however manage less acute pain i do find it to cause less drowsiness than other remedies,"acute pain, drowsiness, pain",1
12,12,10/6/2006 1:46:17 AM,4 Stars,Rated  for Myofascial pain syndrome Report ,good one pill does nothing im allowed 4 a day so i take 2 in the am and 2 at bedtime,,0
13,13,9/23/2006 12:14:51 AM,5 Stars,Rated  for Osteoarthritis Report ,i thank god for it i been on ultracet for a few weeks now and i thank god for it i have severe lordosis i am a severe sway back my spine is caving in forward and my 4 5 vertabrae are bone on bone i have been in so much pain for most of my life i am 35 years old and felt like 85 i also have osteopenia and now since i been on this i can be active again i can move around and not be in so much pain i can still feel it but it takes the edge of with out feeling drugged like other medication i have tried i really am happy i do feel what works for some will not work for all but please dont slam something that works for others you just havent found what is right for you,"lordosis, osteopenia, pain",1
14,14,9/10/2006 10:46:06 PM,4 Stars,Rated  for Spondylolysis and spondylolisthesis Report ,very effective in high dosage sleepy for a long time after taking do not try to drive or operate machine while taking this medicine takes a very long time to wear off sometimes as long as 24 hrs,,0
15,15,8/2/2006 6:26:07 PM,4.5 Stars,Rated  for Degenerative disc disease Report ,excellent i have never been able to take pain meds for any length of time because they eventually cause me depression quickly cause constipation and just generally even though i have a someone addictive personality things like vicodin just mess me up cause stomach problems and no good feeling ultracet is pretty miraculous completely different than codeine or any other pain med i have tried it helps the pain has no side effect except a minor amount of constipation if i dont watch my diet i have a condition that predisposes me to that i recommend it highly i have taken it over time as needed but lately have been in more pain so if i take two at once one time a day it seems to knock my neck or back pain out and i dont have to take more i usually take it with 600mg motrin and there is no interaction what a relief,"back pain, constipation, depression, pain",1
16,16,8/2/2006 6:25:52 PM,4.5 Stars,Rated  for Scoliosis Report ,excellent i have never been able to take pain meds for any length of time because they eventually cause me depression quickly cause constipation and just generally even though i have a someone addictive personality things like vicodin just mess me up cause stomach problems and no good feeling ultracet is pretty miraculous completely different than codeine or any other pain med i have tried it helps the pain has no side effect except a minor amount of constipation if i dont watch my diet i have a condition that predisposes me to that i recommend it highly i have taken it over time as needed but lately have been in more pain so if i take two at once one time a day it seems to knock my neck or back pain out and i dont have to take more i usually take it with 600mg motrin and there is no interaction what a relief,"back pain, constipation, depression, pain",1
17,17,6/14/2006 9:10:37 AM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,great drug for me this medication gives me a life back i have severe inoperable tarsal tunnel syndrom and fibromyalgia this medication lets me get my house cleaned and say go to the zoo occasionally things i could not do without it only side effect i have is it seems doctors want me to beg for it theyd all just rather give me expensive antidepressants that make me throw up when i am not depressed tip get tramadol instead of ultracet add in your own 500 mg tylenol the cost difference is huge i just got a refill of 60 for 948 at walmart that will do me 3 months or so cant beat that,fibromyalgia,1
18,18,6/7/2006 2:23:27 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,it works i was on tramadol and used tylenol to beef it up when changed to to ultracet i very rarely use tylenol any longer i usually take only 2 per day unless im having a flare then i take 34,,0
19,19,5/11/2006 1:56:36 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,relief stomach discomfort at times,discomfort,1
20,20,5/7/2006 12:15:15 AM,2 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,doesnt work for me unfortunately this drug doesnt do much for me unless i take three at a time which isnt the best idea i think it is useful for mild pain for me but doesnt help with severe pain it does make me constipated foggy and nauseous at times,pain,1
21,21,3/16/2006 6:11:39 PM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet i have been using ultracet for some time now for the pain of fibromyalgia this is a great drug for easing pain i think it is called the smart drug i use it every morning when i wake up and this gets me through the day much easier it can make me a little drousy but it can also keep me awake at night doctors wont tell you that it can keep you awake at night so beware this is why i only take it in the morning and i take something else at night i went to one of the top fibromyalgia doctors who didnt even advise me that this drug can keep you awake at night if taken too late in the day but i believe it even mentions this fact on the ultracet website i prefer the name brand over the generic i do believe there is a difference so if you can get the real thing i would advise that i do not take every 2 4 hours as selected above that was my only choice in the boxes when i filled out this quesionaire,"fibromyalgia, pain",1
22,22,1/22/2006 11:10:20 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultram hi i have been taking ultram for 7 yrs i do go through periods where i dont take it or cut back on days when i wake up feeling like today is a lost cause i will take an ultram within 15 minutes feel so much better often i feel like i am speeding a bit then sort of come down from it later get tired to me its a godsent there are days when the pain is just so excruciating that i have to take vicaden which iis of course much stronger but addictive i try not just stick with the ultram i would like very much to send in a photo be able to write some articles so that we can share experiences help each other fibromyalgia cfs are very lonely diseases no one could begin to understand the bazarre intense symptoms that many of experience every minute of our lives thank you ellen silvia,"fibromyalgia, pain",1
23,23,12/21/2005 10:36:59 PM,0.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet severe allergic reactions to both this and ultram was on a constant high dizzy nauseated and hallucinations,,0
24,24,12/18/2005 5:00:25 AM,1 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet unfortunatly i tried this long ago and it does nothing to help me either does its its sister med ultram i might as well be taking a placebo the cost is outragous and the results leave alot to be desired,,0
25,25,12/17/2005 5:13:12 AM,4.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet a good drugreally takes the edge off the fibromyalgia pain good for sinus headaches too,"fibromyalgia, pain",1
26,26,12/16/2005 7:34:11 AM,2 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet may be effective for very mild fibro pain i have concerns regarding the frequency and amount of medication taken verses the pain relief achieved i find vicodin is much more effective for the type of fibro pain i usually experience,pain,1
27,27,12/14/2005 7:04:39 PM,1.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet big disappointment this is a worthless drug in my opinion my rheumatologist not any more gave this to me because he didnt like to prescribe narcodics wellsuffing along i did until i finally found a new doctor that prescribed oxycontin what a relief for those of you that cant find a doc that will prescribe what really works keep trying several doctors later i finally found a keeper dont give up no matter how much you try to convince yourself after hearing it so much that it is all in your head i actually had one doctor tell me that even if i feel the pain like a torn muscle or something that my muscles were really okay it was just my brain malfunctioning and that i should continue to work through the pain what a crock pain is painget something for it so you can have a life again,pain,1
28,28,12/14/2005 5:58:19 AM,1 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet i took ultracet only for about 10 days it made me so jittery and made my heart race so that i thought i might go into cardiac arrest i tried it thinking that i would get used to the medicine and the effects would go away but they didnt so i had to throw it down the disposal better luck for you i hope,cardiac arrest,1
29,29,12/12/2005 1:01:14 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,pain meds switched to ultracet from stronger pain meds like oxy and hydrocodones ultracet doesnt work as well as the others but there are no side effects to it and i feel i can take it for longer periods of time without becoming a zombie it helps with short term pain received from doing too much,pain,1
30,30,11/14/2005 10:05:56 PM,2 Stars,Rated  for Interstitial cystitis Report ,didnt work this medication provided me with no relief from symptoms,,0
31,31,11/12/2005 11:35:19 PM,2.5 Stars,Rated  for Back pain- chronic Report ,ultracet works as well as ibuprophen for back ache,ache,1
32,32,11/11/2005 11:34:00 PM,3.5 Stars,Rated  for Migraine Report ,just like tylenol 3 i have almost daily headaches mostly migraine and i have only tried this stuff a few times it seems just like tylenol 3 to me gives some relief unfortunately along with mild nausea like from codeine fiorinal works way better without the nausea i think ill finish off what ive got but i dont think ill get a refill worth a try but doesnt work so great for me good luck,"migraine, nausea",1
33,33,11/9/2005 9:26:48 AM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet ultracet seems to be doing very good in the area of pain however it doesnt help the fatigue,"fatigue, pain",1
34,34,10/17/2005 10:30:09 PM,3.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet it works great on my pain the only side effect i have is constipation,"constipation, pain",1
35,35,10/16/2005 12:07:07 PM,4 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet actually ultracet is the only pain medication i have used since diagnosis,pain,1
36,36,9/20/2005 10:22:15 PM,3 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet ok but ultracet is okay for regular to get you through the day meds butnot the best for bad flare ups,,0
37,37,8/31/2005 12:44:00 AM,3 Stars,Rated  for Herniated discs Report ,ultracet seems better for me than pecocet ultracet helps with dulling the pain in my back sciatic pain piriformis syndrome and itb percocet makes me loopy and is a narcotic and i have a child with severe adhd and had a hard time keeping an eye on him as it made me spacey ultracet dulls the pain percocet took the pain away but with lots of side affects like the loopiness forgetfullness and just all out there some say ultracet is just like taking advil but for me it helps me more than that so dont listen to what others say just ask your primary doc as for me it has been a long road and will soon start pt and i hope and pray that the ultracet does help me as i deal with that hugs dawn,pain,1
38,38,8/31/2005 12:44:00 AM,3 Stars,Rated  for Sciatica Report ,ultracet seems better for me than pecocet ultracet helps with dulling the pain in my back sciatic pain piriformis syndrome and itb percocet makes me loopy and is a narcotic and i have a child with severe adhd and had a hard time keeping an eye on him as it made me spacey ultracet dulls the pain percocet took the pain away but with lots of side affects like the loopiness forgetfullness and just all out there some say ultracet is just like taking advil but for me it helps me more than that so dont listen to what others say just ask your primary doc as for me it has been a long road and will soon start pt and i hope and pray that the ultracet does help me as i deal with that hugs dawn,pain,1
39,39,8/8/2005 3:22:51 AM,2.5 Stars,Rated  for Lupus Report ,ultracet i personally do not have good pain control with this medicine i continue to take it because it does lessen the pain mildly and is not addictive,pain,1
40,40,6/17/2005 7:02:17 PM,5 Stars,Rated  for Crohn's Disease -- Maintenance Report ,ultracet i was prescribed these pain killers during a time when my doctor was out of town and i needed something for my pain they work great for those times when you just cant stand the anguish anymore theres not really any side effects but they can make you a little drowsy whenever my pain gets too muchwhich isnt very often anymore i just take one of these pills to help me get through it very recommended,pain,1
41,41,4/30/2005 10:27:16 PM,3.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet for fybromyalgia pain i have been taking ultracet for a week now and its really working for me i still cant beleive there is no pain its wonderful,pain,1
42,42,2/27/2005 7:46:43 PM,3 Stars,Rated  for Osteoarthritis Report ,ultram i have chronic oa in knees have taken all the opiods that are out there i take tramadol when i know i will be active or driving i do have to take 100mg 2xday for pain i can tell you that percs or duragesic are superior but you have to deal with narcotic effects,pain,1
43,43,11/13/2004 5:30:49 PM,4.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultracet can work i have been using it since it came out in 2001 i switched from ultram and found that it works faster and longer my pain is not completely gone and there are still bad days but for the most part i am able to function thatnks to this medication,pain,1
44,44,11/1/2004 8:38:14 PM,4 Stars,Rated  for Lupus Report ,ultracet this was my miracle drug i was in so much pain i couldnt walk i have a three year old and dont have time to be out on a couch i have to work and get by so far my kidneys and liver are tolerating the medication thank you,pain,1
45,45,9/24/2004 4:28:11 AM,2 Stars,Rated  for Back pain- chronic Report ,no different from ultram except you have to be more careful with the tylenol in it,,0
46,46,9/24/2004 4:28:11 AM,2 Stars,Rated  for Spondylolysis and spondylolisthesis Report ,no different from ultram except you have to be more careful with the tylenol in it,,0
47,47,9/17/2004 4:08:03 AM,4 Stars,Rated  for Osteoarthritis Report ,ultracet it is working great for now i get pain relief without the drugged up stupor only been on this medicine for 3 weeks,"pain, stupor",1
48,48,9/17/2004 4:08:03 AM,4 Stars,Rated  for Osteoarthritis of the spine (Facet joint degeneration) Report ,ultracet it is working great for now i get pain relief without the drugged up stupor only been on this medicine for 3 weeks,"pain, stupor",1
49,49,9/9/2004 2:57:49 PM,2 Stars,Rated  for Rheumatoid Arthritis Report ,ultracet didnt do anything for my pain ultracet is a combination of ultram and tylenol i do much better taking ultram and excedrin together,pain,1
50,50,9/1/2004 10:08:23 PM,5 Stars,Rated  for Osteoarthritis Report ,worked great i would still be using this but hmo will not pay for it so doc switched me to regular tramadol,,0
51,51,8/5/2004 3:47:58 AM,4.5 Stars,Rated  for Diabetes Mellitus Type II Report ,ultracet i have diabetes and take it for foot pain from my nerves in my feet neuropathy works great but the side effects are thirst and about 15 hrs to activate i am a big guy and push 300 lbs and some time i take 3 about noon and 23 around 7 or 8 pm i would say it is a good drug for pain but plan ahead,"foot pain, neuropathy, pain, thirst",1
52,52,7/18/2004 8:01:14 PM,5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,this is practically a miracle drug for me i was dxd with fibromyalgia 12 years ago and every day of that i have been in constant pain to one degree or another recently i had been in my biggest flareup in years i was practically bedridden with the pain after taking just three pills of this one day the next day i felt like a totally new woman i am 100 pain free i had to fight my doc tooth and nail to get this drug i dont know how long this will last i have had lots of experience with drugs working for a while and then having no effect but for now i am going to enjoy my total freedom from pain the thing is see when i am free of pain that means i can exercise and do fun things which then lifts my spirits and improves my overall health now i am using just one tablet in the afternoon and one right before bed that seems to be plenty for me and my body is mightily resistant to most other drugs as for addiction well i am addicted to not being in pain who wouldnt be if you feel constant debilitating pain every day of your life and then one day you are painfree because of a pill of course you are going to want to take the drug whats wrong with that thats not addiction thats treatment for pain i know its not going to work for everyone but the drugs that work for other people do diddly squat for me or they cause horrible side effects so i am happy with this drug,"bedridden, fibromyalgia, pain",1
53,53,5/29/2004 12:39:03 AM,0.5 Stars,Rated  for Herniated discs Report ,yuck i was given this as a sample for back pain and after taking the recommended 2 pill dosage ive been unable to crawl out of bed for hours im incredibly nauseous shaking dizzy tired and thirsty i took wwater shortly after eating please start with just one if drugs work on you like they do on me i still have pain but now i feel like ive been food poisoned on top of it,"back pain, pain",1
54,54,5/13/2004 7:19:39 PM,3.5 Stars,Rated  for Migraine Report ,better than others not great i have cluster attacks that settle into several days of migrainetype pain but wo nausea or lightnoise sensitivity i have tried every med and combo imaginable i use verapamil singulair for cluster prevention with 85 reduction in clusters when they do attack i use ultracet 2 tabs immediately and 2 more in 6 hours it alleviates pain about 95 of the time important notes 1 i must take the ultracet within the first 510 minutes of the cluster or no amount of ultracet will have any effect 2 if i take it in the evening it will always cause very mild itching and about 50 of the time will wire me too high to sleep well all in all ultracet is the best i have found,"nausea, pain",1
55,55,5/13/2004 7:19:39 PM,3.5 Stars,Rated  for Headache - Cluster Report ,better than others not great i have cluster attacks that settle into several days of migrainetype pain but wo nausea or lightnoise sensitivity i have tried every med and combo imaginable i use verapamil singulair for cluster prevention with 85 reduction in clusters when they do attack i use ultracet 2 tabs immediately and 2 more in 6 hours it alleviates pain about 95 of the time important notes 1 i must take the ultracet within the first 510 minutes of the cluster or no amount of ultracet will have any effect 2 if i take it in the evening it will always cause very mild itching and about 50 of the time will wire me too high to sleep well all in all ultracet is the best i have found,"nausea, pain",1
56,56,3/25/2004 6:36:38 PM,3.5 Stars,Rated  for Fibromyalgia syndrome (FMS) Report ,ultram and tylenol i use 50mg ultram and then take 2 tylenolssaves me money and increases the dose for pain relief i have fibromyalgia and this combination is very effective for the pain but only lasts approximately four and one half hours for maximum pain relief also it tends to make me hyper and talkative which i dont like i cant take it later than 300pm or it keeps me awake ive foudn that it is less effective if taken twice daily over more than one week so i take a break and just accept the increase in pain then start back up on it after a week off this keeps the dose effective and lower my dependency risk,"fibromyalgia, pain",1
57,57,2/29/2004 2:13:28 PM,1 Stars,Rated  for Endometriosis Report ,ultracet i have a 10 year history of stage 3 endometriosis involving 3 major open large incision surgeries long after my recovery months later i had some pain with periods after all the endo was removed along with dense adhesions ultracet is worthless in my opinion and i am a pharmacy professional it has been listed in pdrs drs drug guide books ultracet is not for long term use due to side effects and even though 1 only used it 1 week no dose past dose 2 wprked i threw out the whole bottle of 40 i definately would recommend regular otc pamprin or even a tylenol 3 much more than any ultracet,"endometriosis, pain",1
58,58,2/27/2004 9:46:31 PM,2 Stars,Rated  for Osteoarthritis of the spine (Facet joint degeneration) Report ,ultracet i have had both knees replaced as well as hip and back pain and i do not find taking 2 ultracet very effective i find taking 2 ultram with 1 500mg tylenol much more effective and cheaper,"back pain, pain",1
59,59,2/27/2004 9:46:31 PM,2 Stars,Rated  for Osteoarthritis Report ,ultracet i have had both knees replaced as well as hip and back pain and i do not find taking 2 ultracet very effective i find taking 2 ultram with 1 500mg tylenol much more effective and cheaper,"back pain, pain",1
60,60,2/20/2004 4:25:25 PM,1.5 Stars,Rated  for Endometriosis Report ,ultracet made no difference in pain upset my stomach,pain,1
61,61,2/10/2004 8:38:37 PM,1.5 Stars,Rated  for Back pain- chronic Report ,really a big waste of time ultracet never did work for me i need something really bad to take for back pain but the doc just keeps giving me this,"back pain, pain",1
62,62,2/7/2004 4:27:12 AM,5 Stars,Rated  for Back pain- chronic Report ,ultracet for pulled back muscle i pulled back muscles throwing up with the flumy doc gave me a handful of samples it was very effective without upsetting my stomach took about 3 days for the muscles to heal enough to return to worknow i still have samples and i take it when i work out and have sore musclesgenerally one dose maybe 2 workshe had me take it twice a day,,0
63,63,2/7/2004 4:24:13 AM,2 Stars,Rated  for Herniated discs Report ,a sorry medicine ive been prescribed ultracet for lower back pain which i am going to have surgery for this medication is lousy and expensive along with sweats and nausea my orthopedic dr who referred me to this surgeon wrote me norco 10325 now this medication worked excellent for pain i just cant understand how a dr can tell you he wants to cut on you and write come sorry medicine like this,"back pain, nausea, pain, surgery",1
